target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 413111141,413111141,100,100,12.66,204.9398,-56.4635,3,4,3493.0,0.687517,137.191,DWARF,0,2.206567,2396
TIC 426539014,426539014,100,100,13.72,244.9149,-73.5916,4,2,3672.0,0.538829,167.624,DWARF,0,2.206902,2397
TIC 450906043,450906043,100,100,13.48,170.0532,-55.6422,3,2,3405.0,0.569535,147.094,DWARF,0,2.207041,2398
TIC 253309679,253309679,100,100,10.63,195.9618,-58.3485,3,1,4468.0,1.0978,118.148,DWARF,0,2.207046,2399
TIC 352084292,352084292,100,100,12.13,285.0408,-73.1229,4,3,5177.0,0.777208,230.167,DWARF,0,2.207075,2400
TIC 92240185,92240185,100,100,12.81,172.4119,-48.6831,2,1,4053.0,0.664597,154.643,DWARF,0,2.207117,2401
TIC 446319163,446319163,100,100,13.7,206.5788,-54.4067,3,4,3213.0,0.54161,136.961,DWARF,0,2.207373,2402
TIC 398775076,398775076,100,100,12.86,180.2613,-54.9652,3,2,3540.0,0.657574,146.011,DWARF,0,2.207889,2403
TIC 179556239,179556239,100,100,10.82,188.1767,-64.9477,3,3,3972.0,1.05189,96.0717,DWARF,0,2.207941,2404
TIC 210809983,210809983,100,100,13.46,212.7937,-56.3714,3,4,3209.0,0.572776,130.999,DWARF,0,2.20797,2405
TIC 405857845,405857845,100,100,12.93,192.6597,-54.7859,3,1,4298.0,0.647162,177.095,DWARF,0,2.208026,2406
TIC 365328266,365328266,100,100,11.38,273.059,-63.9188,4,4,5784.0,0.925146,240.071,DWARF,0,2.208421,2407
TIC 263166635,263166635,100,100,12.51,216.6706,-55.2169,3,4,4804.0,0.713527,201.169,DWARF,0,2.208821,2408
TIC 253063378,253063378,100,100,12.84,194.3275,-59.0339,3,1,3050.0,0.661492,113.306,DWARF,0,2.209049,2409
TIC 333298252,333298252,100,100,11.89,181.304,-53.5648,3,2,3807.0,0.823268,108.97,DWARF,0,2.209082,2410
TIC 241590327,241590327,100,100,13.82,207.0934,-53.6719,3,4,3216.0,0.527894,143.947,DWARF,0,2.209093,2411
TIC 452294490,452294490,100,100,10.67,174.3019,-54.5988,3,2,4181.0,1.09033,103.464,DWARF,0,2.209116,2412
TIC 248113204,248113204,100,100,11.93,193.5114,-44.7329,2,2,3746.0,0.815988,105.604,DWARF,0,2.209368,2413
TIC 253250144,253250144,100,100,12.65,195.5995,-57.7651,3,1,3116.0,0.691549,107.598,DWARF,0,2.209646,2414
TIC 93237881,93237881,100,100,10.99,174.9962,-51.8785,2,1,5468.0,1.01352,197.538,DWARF,0,2.209665,2415
TIC 408757640,408757640,100,100,12.89,213.4639,-55.3361,3,4,3138.0,0.654579,122.198,DWARF,0,2.209924,2416
TIC 447614956,447614956,100,100,12.38,254.0977,-61.774,4,4,4803.0,0.736219,209.633,DWARF,0,2.210014,2417
TIC 412178585,412178585,100,100,13.71,180.6818,-68.5995,3,3,3374.0,0.542105,148.108,DWARF,0,2.210167,2418
TIC 301009491,301009491,100,100,13.02,178.0816,-57.8357,3,2,4377.0,0.635491,194.804,DWARF,0,2.210219,2419
TIC 448930899,448930899,100,100,10.07,214.7569,-71.1614,4,2,5122.0,1.25362,140.621,DWARF,0,2.210332,2420
TIC 323773769,323773769,100,100,11.63,176.7184,-63.3401,3,2,3741.0,0.875321,99.9563,DWARF,0,2.210335,2421
TIC 241359894,241359894,100,100,12.73,204.4764,-50.9932,3,1,3371.0,0.679601,133.314,DWARF,0,2.210508,2422
TIC 57572082,57572082,100,100,12.38,173.3203,-31.3452,2,3,4597.0,0.736732,192.675,DWARF,0,2.210619,2423
TIC 916403611,916403611,100,100,11.59,176.2967,-64.7404,3,2,5288.0,0.883864,193.292,DWARF,0,2.210771,2424
TIC 280141867,280141867,100,100,13.53,203.8685,-57.2531,3,4,3026.0,0.565444,,DWARF,0,2.210779,2425
TIC 411624708,411624708,100,100,12.69,185.4229,-54.562,3,1,4274.0,0.686219,172.149,DWARF,0,2.210925,2426
TIC 426363373,426363373,100,100,11.04,242.5378,-77.4102,4,2,5285.0,1.00342,189.268,DWARF,0,2.210966,2427
TIC 253227810,253227810,100,100,12.84,195.4248,-58.8574,3,1,3231.0,0.662955,,DWARF,0,2.210968,2428
TIC 304845447,304845447,100,100,11.26,260.8664,-64.2822,4,4,4056.0,0.953899,109.99,DWARF,0,2.211005,2429
TIC 209469581,209469581,100,100,13.61,210.3277,-56.0941,3,4,3743.0,0.555311,166.54,DWARF,0,2.211073,2430
TIC 93005589,93005589,100,100,13.39,174.4206,-51.6783,2,1,3283.0,0.584635,132.556,DWARF,0,2.21177,2431
TIC 352189484,352189484,100,100,13.41,287.915,-72.5188,4,3,3598.0,0.582008,134.224,DWARF,0,2.211858,2432
TIC 257472655,257472655,100,100,11.02,220.3288,-70.9548,4,2,5624.0,1.00951,207.775,DWARF,0,2.212221,2433
TIC 161468577,161468577,100,100,13.25,190.2834,-53.936,3,1,3309.0,0.604817,132.225,DWARF,0,2.213248,2434
TIC 261006275,261006275,100,100,13.49,203.153,-50.0402,3,1,3425.0,0.572304,148.639,DWARF,0,2.213254,2435
TIC 260194655,260194655,100,100,13.0,224.7687,-71.1278,4,2,4319.0,0.640984,192.276,DWARF,0,2.213694,2436
TIC 375840020,375840020,100,100,13.06,178.8169,-56.3807,3,2,4314.0,0.632197,189.182,DWARF,0,2.213705,2437
TIC 74602397,74602397,100,100,13.67,265.3641,-58.7708,4,4,3740.0,0.549367,170.232,DWARF,0,2.213725,2438
TIC 429202565,429202565,100,100,13.41,183.9392,-52.5884,3,1,3291.0,0.583275,132.641,DWARF,0,2.213747,2439
TIC 303497835,303497835,100,100,13.06,159.6888,-50.3628,2,1,3271.0,0.632433,,DWARF,0,2.214029,2440
TIC 288098433,288098433,100,100,13.12,187.1522,-49.8031,3,1,3124.0,0.62378,123.273,DWARF,0,2.214063,2441
TIC 309733349,309733349,100,100,13.27,248.658,-77.0942,4,2,4053.0,0.602976,170.737,DWARF,0,2.2146,2442
TIC 158718721,158718721,100,100,10.17,165.4378,-41.4678,2,4,5292.0,1.23149,154.763,DWARF,0,2.214862,2443
TIC 82590310,82590310,100,100,11.16,169.6192,-50.0621,2,1,5179.0,0.981158,188.437,DWARF,0,2.215478,2444
TIC 344167406,344167406,100,100,12.84,280.1395,-73.1647,4,3,3820.0,0.666645,161.579,DWARF,0,2.215789,2445
TIC 304247208,304247208,100,100,12.34,259.3345,-61.3003,4,4,4909.0,0.748226,220.318,DWARF,0,2.216066,2446
TIC 15446998,15446998,100,100,10.59,185.2833,-52.2064,3,1,4295.0,1.11979,109.625,DWARF,0,2.216273,2447
TIC 334625386,334625386,100,100,13.84,183.6797,-53.1653,3,1,3251.0,0.530056,142.29,DWARF,0,2.216644,2448
TIC 450519321,450519321,100,100,13.6,169.0245,-55.9673,3,2,3295.0,0.560243,143.018,DWARF,0,2.216753,2449
TIC 166558572,166558572,100,100,10.68,192.7139,-51.9433,3,1,4263.0,1.09751,109.131,DWARF,0,2.216817,2450
TIC 381051359,381051359,100,100,11.39,270.7192,-63.2412,4,4,5658.0,0.932389,234.819,DWARF,0,2.217194,2451
TIC 935959254,935959254,100,100,12.66,162.2222,-55.1528,2,1,5264.0,0.696004,260.969,DWARF,0,2.217223,2452
TIC 422136762,422136762,100,100,12.97,188.9087,-51.5614,3,1,3586.0,0.648285,150.065,DWARF,0,2.217532,2453
TIC 165490543,165490543,100,100,10.88,180.357,-39.7308,2,2,5058.0,1.0494,165.007,DWARF,0,2.217882,2454
TIC 293797934,293797934,100,100,12.51,263.5566,-66.6627,4,4,4821.0,0.721388,221.899,DWARF,0,2.218338,2455
TIC 303555471,303555471,100,100,11.01,257.1277,-64.8997,4,4,5890.77,1.01904,230.904,DWARF,0,2.218382,2456
TIC 341785893,341785893,100,100,10.28,203.3447,-70.9312,3,3,5374.0,1.20659,160.787,DWARF,0,2.219119,2457
TIC 142310306,142310306,100,100,11.32,181.0917,-33.2635,2,3,5410.0,0.949661,209.187,DWARF,0,2.219137,2458
TIC 306249066,306249066,100,100,10.54,166.7284,-54.7389,2,1,6139.0,1.13653,221.906,DWARF,0,2.219162,2459
TIC 273447192,273447192,100,100,13.04,188.7585,-56.969,3,1,3357.0,0.639315,100.918,DWARF,0,2.21943,2460
TIC 399021689,399021689,100,100,13.89,198.4585,-52.7875,3,1,3084.0,0.526158,,DWARF,0,2.220232,2461
TIC 245438589,245438589,100,100,12.61,200.1823,-52.0082,3,1,3559.0,0.706515,141.0,DWARF,0,2.220243,2462
TIC 146528748,146528748,100,100,12.8,159.0529,-43.7987,2,4,4188.0,0.676456,170.188,DWARF,0,2.220479,2463
TIC 311757828,311757828,100,100,10.3,185.8838,-62.6782,3,2,4351.0,1.20337,108.699,DWARF,0,2.220798,2464
TIC 158503974,158503974,100,100,13.51,164.0373,-41.7855,2,4,3796.0,0.574778,174.313,DWARF,0,2.221,2465
TIC 146377740,146377740,100,100,12.16,158.6183,-46.5157,2,1,5472.0,0.784523,258.039,DWARF,0,2.221211,2466
TIC 313857039,313857039,100,100,9.71,184.167,-70.1268,3,3,4740.0,1.37943,112.903,DWARF,0,2.221399,2467
TIC 258101498,258101498,100,100,12.48,221.1437,-71.9421,4,2,4747.0,0.728993,209.2,DWARF,0,2.221447,2468
TIC 325647810,325647810,100,100,11.07,187.442,-69.6518,3,3,5035.0,1.0089,174.42,DWARF,0,2.221696,2469
TIC 161471143,161471143,100,100,13.73,190.1918,-52.1846,3,1,3299.0,0.546836,141.873,DWARF,0,2.221714,2470
TIC 57528302,57528302,100,100,13.73,173.0755,-30.3313,2,3,3088.0,0.546849,,DWARF,0,2.221735,2471
TIC 53858766,53858766,100,100,13.14,158.8671,-35.2021,2,4,4061.0,0.626465,169.024,DWARF,0,2.221794,2472
TIC 15520802,15520802,100,100,13.69,185.238,-48.7874,2,2,3297.0,0.552031,145.59,DWARF,0,2.221927,2473
TIC 448990648,448990648,100,100,12.0,215.5281,-71.708,4,2,4762.0,0.814977,188.871,DWARF,0,2.222291,2474
TIC 301153917,301153917,100,100,11.3,254.9047,-66.9849,4,4,5683.0,0.957836,232.453,DWARF,0,2.222582,2475
TIC 245034365,245034365,100,100,12.83,197.6799,-52.2168,3,1,3387.0,0.673502,134.846,DWARF,0,2.222678,2476
TIC 72761373,72761373,100,100,10.37,188.5074,-43.7056,2,2,5854.0,1.18692,198.311,DWARF,0,2.222843,2477
TIC 403758967,403758967,100,100,13.59,180.0358,-46.7541,2,2,3400.0,0.565543,152.213,DWARF,0,2.222931,2478
TIC 1312904488,1312904488,100,100,12.72,250.9245,-60.0843,4,4,4075.0,0.691031,155.625,DWARF,0,2.222995,2479
TIC 299954761,299954761,100,100,12.04,208.2175,-62.6546,3,4,5341.0,0.808188,216.304,DWARF,0,2.223025,2480
TIC 219698950,219698950,100,100,11.51,175.5252,-23.3548,1,2,6183.5,0.913091,283.971,DWARF,0,2.223028,2481
TIC 404144116,404144116,100,100,13.05,195.0482,-51.5165,3,1,3349.0,0.640637,136.529,DWARF,0,2.223224,2482
TIC 21736170,21736170,100,100,11.22,181.3978,-42.1772,2,2,5882.0,0.976442,234.664,DWARF,0,2.223293,2483
TIC 75215755,75215755,100,100,13.49,266.6294,-58.2232,4,4,3893.0,0.579014,175.752,DWARF,0,2.223378,2484
TIC 301300209,301300209,100,100,10.68,255.3303,-68.4578,4,4,6170.0,1.10587,233.151,DWARF,0,2.223408,2485
TIC 161156019,161156019,100,100,11.3,189.9607,-48.3619,3,1,4494.0,0.958884,144.214,DWARF,0,2.223532,2486
TIC 305592088,305592088,100,100,12.41,262.8564,-61.5841,4,4,4952.0,0.742827,230.933,DWARF,0,2.223775,2487
TIC 363134064,363134064,100,100,11.59,248.2468,-71.2648,4,2,5638.0,0.897456,246.187,DWARF,0,2.224026,2488
TIC 352002189,352002189,100,100,12.38,283.2375,-73.9716,4,3,4662.0,0.748201,196.629,DWARF,0,2.224037,2489
TIC 120157865,120157865,100,100,12.03,163.0061,-53.7884,2,1,4878.0,0.811022,197.81,DWARF,0,2.224065,2490
TIC 380679651,380679651,100,100,9.85,181.926,-62.4579,3,2,4583.0,1.33981,111.28,DWARF,0,2.224086,2491
TIC 163190960,163190960,100,100,13.39,172.8184,-44.7608,2,1,3185.0,0.59302,,DWARF,0,2.224139,2492
TIC 306785681,306785681,100,100,11.47,266.1586,-60.8582,4,4,5249.0,0.922774,209.807,DWARF,0,2.224191,2493
TIC 466799461,466799461,100,100,10.34,167.0322,-63.6963,3,2,4023.0,1.19704,89.7299,DWARF,0,2.224217,2494
TIC 447318752,447318752,100,100,9.71,251.4627,-63.4045,4,4,6351.01,1.38414,193.475,DWARF,0,2.22436,2495
TIC 244976219,244976219,100,100,12.86,197.3383,-52.631,3,1,3256.0,0.670412,,DWARF,0,2.224684,2496
TIC 81316958,81316958,100,100,12.58,167.2354,-49.8524,2,1,4600.0,0.715204,197.528,DWARF,0,2.22486,2497
TIC 419909532,419909532,100,100,13.52,202.5065,-52.0902,3,1,3263.0,0.576017,138.908,DWARF,0,2.224871,2498
TIC 245433457,245433457,100,100,13.43,200.2128,-50.1457,3,1,3119.0,0.588159,131.38,DWARF,0,2.224989,2499
TIC 207618341,207618341,100,100,12.01,206.8345,-54.916,3,4,5122.0,0.815675,217.156,DWARF,0,2.225034,2500
TIC 329162173,329162173,100,100,10.2,191.4235,-68.113,3,3,4337.0,1.23823,103.214,DWARF,0,2.225603,2501
TIC 273033221,273033221,100,100,11.55,188.3718,-59.396,3,2,3839.0,0.907453,102.527,DWARF,0,2.225648,2502
TIC 359689457,359689457,100,100,13.08,195.6352,-47.8609,3,1,3176.0,0.638048,128.2,DWARF,0,2.225707,2503
TIC 22511248,22511248,100,100,12.06,184.5303,-42.2035,2,2,5114.0,0.807271,222.578,DWARF,0,2.226039,2504
TIC 301301463,301301463,100,100,12.28,255.405,-67.806,4,4,5132.0,0.767433,242.785,DWARF,0,2.226081,2505
TIC 301097172,301097172,100,100,12.28,254.8658,-69.6835,4,4,5057.0,0.767671,232.735,DWARF,0,2.22635,2506
TIC 260144710,260144710,100,100,13.61,224.5641,-69.9278,4,2,3402.0,0.565452,150.712,DWARF,0,2.226791,2507
TIC 166882965,166882965,100,100,11.94,192.9035,-51.3105,3,1,5496.0,0.830888,248.774,DWARF,0,2.227085,2508
TIC 313961186,313961186,100,100,11.27,202.3338,-61.7006,3,4,5426.0,0.969547,206.811,DWARF,0,2.227138,2509
TIC 364687837,364687837,100,100,11.82,254.0021,-71.5076,4,3,5221.0,0.854508,224.946,DWARF,0,2.227432,2510
TIC 263656216,263656216,100,100,12.08,216.8361,-55.0722,3,4,4418.0,0.805028,159.36,DWARF,0,2.227622,2511
TIC 241291714,241291714,100,100,12.06,203.5648,-51.9418,3,1,4882.0,0.808763,200.312,DWARF,0,2.227643,2512
TIC 71670818,71670818,100,100,12.37,156.3207,-32.4927,1,1,5278.28,0.753374,260.034,DWARF,0,2.228021,2513
TIC 23610829,23610829,100,100,11.61,169.72,-31.026,2,3,4756.0,0.897981,177.99,DWARF,0,2.228534,2514
TIC 328986939,328986939,100,100,13.12,191.2579,-68.4034,3,3,3080.0,0.634292,,DWARF,0,2.228578,2515
TIC 57406394,57406394,100,100,11.33,172.052,-30.1715,2,3,5316.0,0.958161,214.761,DWARF,0,2.228877,2516
TIC 81854410,81854410,100,100,11.62,168.1441,-49.0456,2,1,5680.0,0.896361,248.067,DWARF,0,2.228966,2517
TIC 401861524,401861524,100,100,13.05,218.1148,-75.8615,4,2,4307.0,0.644899,193.669,DWARF,0,2.228983,2518
TIC 324863483,324863483,100,100,9.75,209.2311,-65.8764,3,4,5865.0,1.37881,169.993,DWARF,0,2.229009,2519
TIC 295376786,295376786,100,100,11.13,271.6501,-70.6273,4,3,4702.0,1.00367,153.491,DWARF,0,2.229182,2520
TIC 120441501,120441501,100,100,12.89,163.585,-49.4756,2,1,4216.0,0.669284,172.775,DWARF,0,2.229221,2521
TIC 338791044,338791044,100,100,10.81,189.8847,-62.3119,3,2,4288.0,1.08055,115.076,DWARF,0,2.22929,2522
TIC 467557909,467557909,100,100,13.89,168.9003,-65.2329,3,2,3345.0,0.531783,152.343,DWARF,0,2.229469,2523
TIC 207779000,207779000,100,100,12.02,207.0426,-55.4673,3,4,3638.0,0.818474,101.235,DWARF,0,2.23001,2524
TIC 161162567,161162567,100,100,13.04,189.8256,-49.9978,3,1,3140.0,0.64758,126.572,DWARF,0,2.230587,2525
TIC 447263332,447263332,100,100,12.34,250.8816,-65.0167,4,4,4877.0,0.761005,221.46,DWARF,0,2.230775,2526
TIC 209017815,209017815,100,100,12.15,209.6282,-55.8156,3,4,4746.0,0.795136,195.278,DWARF,0,2.230883,2527
TIC 425810935,425810935,100,100,13.88,234.5926,-75.7862,4,2,3700.0,0.534098,180.701,DWARF,0,2.231242,2528
TIC 426496349,426496349,100,100,12.59,244.4702,-74.0048,4,2,4593.0,0.718864,204.883,DWARF,0,2.231293,2529
TIC 413192355,413192355,100,100,13.92,214.6619,-55.0562,3,4,3214.0,0.529285,147.183,DWARF,0,2.231379,2530
TIC 304585910,304585910,100,100,11.95,260.2218,-60.2341,4,4,4940.0,0.833157,208.863,DWARF,0,2.231454,2531
TIC 412376096,412376096,100,100,13.9,192.9068,-59.4958,3,1,3055.0,0.531823,137.426,DWARF,0,2.231534,2532
TIC 273461305,273461305,100,100,13.34,186.2892,-52.486,3,1,3349.0,0.60507,141.315,DWARF,0,2.231611,2533
TIC 375838884,375838884,100,100,10.72,178.9342,-56.6442,3,2,4106.0,1.10617,101.528,DWARF,0,2.231644,2534
TIC 457050182,457050182,100,100,13.4,201.799,-54.1193,3,1,3297.0,0.596938,142.842,DWARF,0,2.231858,2535
TIC 72401290,72401290,100,100,12.34,187.1107,-46.0729,2,2,4689.0,0.762088,203.601,DWARF,0,2.23201,2536
TIC 461162493,461162493,100,100,12.3,171.6816,-26.0193,1,2,5162.0,0.769196,245.88,DWARF,0,2.232074,2537
TIC 305592086,305592086,100,100,11.77,262.8574,-61.5833,4,4,5414.0,0.869048,239.516,DWARF,0,2.232088,2538
TIC 959877311,959877311,100,100,13.25,190.9855,-68.2106,3,3,3302.0,0.618109,103.402,DWARF,0,2.23213,2539
TIC 22851933,22851933,100,100,11.01,185.8532,-44.7509,2,2,5522.0,1.03562,202.378,DWARF,0,2.232401,2540
TIC 364162823,364162823,100,100,10.71,251.7281,-67.609,4,4,5970.0,1.11,225.084,DWARF,0,2.232646,2541
TIC 973449111,973449111,100,100,12.8,199.8994,-62.5769,3,4,3432.0,0.686119,106.089,DWARF,0,2.232799,2542
TIC 381162878,381162878,100,100,11.45,254.5545,-71.9583,4,3,5735.0,0.936325,245.314,DWARF,0,2.232853,2543
TIC 305576429,305576429,100,100,13.61,166.1251,-57.3793,3,2,3686.0,0.569732,174.992,DWARF,0,2.233341,2544
TIC 170317186,170317186,100,100,12.44,194.6761,-48.5315,3,1,4518.0,0.746161,186.865,DWARF,0,2.233665,2545
TIC 181108619,181108619,100,100,10.47,173.8338,-35.8717,2,3,5771.0,1.17451,198.189,DWARF,0,2.233713,2546
TIC 326540499,326540499,100,100,10.64,188.1593,-69.1685,3,3,5737.0,1.12955,204.106,DWARF,0,2.233811,2547
TIC 402808473,402808473,100,100,12.54,225.1514,-77.0466,4,2,4713.0,0.729318,212.393,DWARF,0,2.233834,2548
TIC 448744127,448744127,100,100,12.57,182.3285,-33.2613,2,3,4051.0,0.724313,149.903,DWARF,0,2.233853,2549
TIC 326742300,326742300,100,100,11.57,210.1325,-64.2735,3,4,5200.0,0.912029,198.749,DWARF,0,2.234017,2550
TIC 293895639,293895639,100,100,13.79,263.2966,-70.2076,4,3,3838.0,0.547138,191.625,DWARF,0,2.234194,2551
TIC 300893770,300893770,100,100,11.97,177.8195,-55.4226,3,2,3654.0,0.832365,102.601,DWARF,0,2.234628,2552
TIC 329162367,329162367,100,100,10.22,191.6429,-68.0795,3,3,4307.0,1.24696,103.178,DWARF,0,2.235705,2553
TIC 459805960,459805960,100,100,11.45,163.4838,-57.8196,3,2,5025.0,0.940289,192.857,DWARF,0,2.236523,2554
TIC 245197716,245197716,100,100,12.69,198.9626,-53.2285,3,1,3515.0,0.70685,142.742,DWARF,0,2.236655,2555
TIC 253096158,253096158,100,100,10.76,194.5506,-56.4325,3,1,4324.0,1.10271,116.879,DWARF,0,2.236923,2556
TIC 21733432,21733432,100,100,11.38,181.2375,-44.7455,2,2,4367.0,0.956276,138.5,DWARF,0,2.237167,2557
TIC 411428600,411428600,100,100,13.66,183.3474,-56.1343,3,2,3096.0,0.565719,133.614,DWARF,0,2.237202,2558
TIC 170323115,170323115,100,100,12.75,194.66,-48.5279,3,1,4383.0,0.697915,188.435,DWARF,0,2.237605,2559
TIC 400955684,400955684,100,100,13.76,185.2,-54.7195,3,1,3525.0,0.553322,163.014,DWARF,0,2.237956,2560
TIC 258318732,258318732,100,100,13.23,182.3489,-47.1694,2,2,3233.0,0.625259,137.802,DWARF,0,2.23812,2561
TIC 23558789,23558789,100,100,11.59,169.164,-34.9514,2,3,4823.0,0.91272,183.262,DWARF,0,2.238675,2562
TIC 401833708,401833708,100,100,10.64,217.8736,-73.5086,4,2,6006.0,1.13591,220.522,DWARF,0,2.238688,2563
TIC 381981543,381981543,100,100,10.74,284.019,-71.4659,4,3,4903.2,1.11008,155.737,DWARF,0,2.238709,2564
TIC 405857899,405857899,100,100,13.59,192.7276,-54.8052,3,1,3340.0,0.576157,147.804,DWARF,0,2.239082,2565
TIC 336471906,336471906,100,100,12.88,195.9839,-67.0737,3,3,3540.0,0.678495,151.338,DWARF,0,2.239093,2566
TIC 334088902,334088902,100,100,11.54,193.0824,-69.0376,3,3,5559.0,0.923886,234.873,DWARF,0,2.239237,2567
TIC 120074463,120074463,100,100,11.76,162.7171,-49.8474,2,1,5535.0,0.878335,239.719,DWARF,0,2.23932,2568
TIC 209875862,209875862,100,100,12.56,211.2552,-59.3609,3,4,4251.0,0.730887,164.821,DWARF,0,2.2397,2569
TIC 273706138,273706138,100,100,11.9,189.04,-57.4207,3,1,5518.0,0.850979,242.008,DWARF,0,2.239838,2570
TIC 295542271,295542271,100,100,11.17,273.6491,-67.0737,4,4,5868.0,1.00697,241.299,DWARF,0,2.240033,2571
TIC 333771476,333771476,100,100,11.6,182.0315,-51.9657,3,1,3873.0,0.912298,110.354,DWARF,0,2.240273,2572
TIC 166236391,166236391,100,100,10.83,192.7728,-52.8868,3,1,4235.0,1.08928,113.99,DWARF,0,2.240279,2573
TIC 376008569,376008569,100,100,11.56,178.9736,-58.4607,3,2,3877.0,0.920798,108.455,DWARF,0,2.240329,2574
TIC 375627897,375627897,100,100,11.38,178.691,-57.1065,3,2,3895.0,0.959769,105.554,DWARF,0,2.240333,2575
TIC 253196430,253196430,100,100,10.84,195.0866,-56.229,3,1,4131.0,1.08697,106.974,DWARF,0,2.240435,2576
TIC 162143408,162143408,100,100,10.94,168.3588,-45.3952,2,1,3799.0,1.06238,91.8475,DWARF,0,2.24056,2577
TIC 394201686,394201686,100,100,10.41,198.7131,-74.2485,3,3,6269.0,1.20073,223.965,DWARF,0,2.240891,2578
TIC 67133645,67133645,100,100,11.55,181.6702,-59.3491,3,2,3820.0,0.923559,102.524,DWARF,0,2.240929,2579
TIC 161734785,161734785,100,100,13.84,190.4466,-51.1685,3,1,3233.0,0.545212,147.166,DWARF,0,2.241131,2580
TIC 93149790,93149790,100,100,12.95,174.6988,-49.3626,2,1,3539.0,0.669423,151.442,DWARF,0,2.241401,2581
TIC 402972310,402972310,100,100,11.95,226.2995,-73.5024,4,2,3943.0,0.842898,124.945,DWARF,0,2.24155,2582
TIC 146320244,146320244,100,100,10.89,158.4677,-42.6995,2,4,5394.0,1.07596,196.924,DWARF,0,2.241592,2583
TIC 81088729,81088729,100,100,11.1,166.6254,-49.5935,2,1,5327.0,1.02518,198.031,DWARF,0,2.2416,2584
TIC 209913916,209913916,100,100,12.1,211.3387,-56.8506,3,4,3679.0,0.81451,107.296,DWARF,0,2.241793,2585
TIC 94248632,94248632,100,100,12.69,177.009,-50.0328,2,1,4878.0,0.711099,242.235,DWARF,0,2.24186,2586
TIC 210959442,210959442,100,100,10.88,213.1322,-59.4244,3,4,5637.0,1.07911,198.461,DWARF,0,2.242131,2587
TIC 333482849,333482849,100,100,11.15,181.7194,-50.7463,2,2,4141.0,1.01449,116.425,DWARF,0,2.242496,2588
TIC 241292985,241292985,100,100,12.95,203.6882,-51.353,3,1,3430.0,0.670441,143.382,DWARF,0,2.242721,2589
TIC 167209469,167209469,100,100,12.74,193.216,-53.0355,3,1,3235.0,0.703671,132.489,DWARF,0,2.242739,2590
TIC 308274438,308274438,100,100,12.91,167.4759,-58.14,3,2,3539.0,0.676754,152.605,DWARF,0,2.242862,2591
TIC 207971529,207971529,100,100,13.72,207.5041,-54.4752,3,4,3367.0,0.561622,158.26,DWARF,0,2.242888,2592
TIC 401283576,401283576,100,100,13.01,188.0068,-50.3724,3,1,3447.0,0.661377,148.025,DWARF,0,2.242898,2593
TIC 209054922,209054922,100,100,13.21,209.7718,-54.8674,3,4,3223.0,0.631827,139.854,DWARF,0,2.243196,2594
TIC 448098793,448098793,100,100,11.1,207.859,-69.7726,3,3,5632.0,1.02752,221.673,DWARF,0,2.243581,2595
TIC 324929463,324929463,100,100,12.99,282.7056,-70.6107,4,3,4854.0,0.664991,259.662,DWARF,0,2.243632,2596
TIC 304476209,304476209,100,100,12.6,276.7855,-68.0214,4,3,4416.0,0.727752,190.068,DWARF,0,2.243967,2597
TIC 449771864,449771864,100,100,11.91,201.152,-63.4719,3,4,4854.0,0.853673,199.092,DWARF,0,2.244583,2598
TIC 94172739,94172739,100,100,13.0,176.8134,-52.304,2,1,4268.0,0.664208,191.41,DWARF,0,2.244608,2599
TIC 450696864,450696864,100,100,13.06,186.8411,-63.2465,3,2,3345.0,0.655139,104.032,DWARF,0,2.244667,2600
TIC 1004582641,1004582641,100,100,12.61,219.4215,-75.55,4,2,5117.0,0.726907,256.952,DWARF,0,2.244958,2601
TIC 443480340,443480340,100,100,11.27,199.3866,-62.1201,3,4,3777.0,0.989955,97.9708,DWARF,0,2.245231,2602
TIC 450696860,450696860,100,100,12.0,186.8391,-63.2461,3,2,3661.0,0.836811,103.962,DWARF,0,2.245255,2603
TIC 301616762,301616762,100,100,11.27,257.8286,-68.1109,4,4,5737.0,0.990011,243.398,DWARF,0,2.24528,2604
TIC 447508006,447508006,100,100,12.67,253.1139,-60.1744,4,4,4751.27,0.717382,231.165,DWARF,0,2.245501,2605
TIC 338273577,338273577,100,100,10.43,189.5985,-64.0807,3,3,4307.0,1.20206,107.399,DWARF,0,2.245852,2606
TIC 359766629,359766629,100,100,12.07,185.1497,-73.8842,3,3,3531.0,0.824024,99.6467,DWARF,0,2.24588,2607
TIC 384192739,384192739,100,100,12.95,244.5035,-80.0205,4,2,4388.0,0.672945,196.777,DWARF,0,2.245959,2608
TIC 157137187,157137187,100,100,10.99,175.3696,-34.0096,2,3,5187.7,1.05688,180.576,DWARF,0,2.246051,2609
TIC 107012052,107012052,100,100,11.45,162.0364,-39.9386,2,4,5677.0,0.951,245.694,DWARF,0,2.246361,2610
TIC 403904021,403904021,100,100,13.95,188.2506,-49.5341,3,1,3126.0,0.535216,148.964,DWARF,0,2.247058,2611
TIC 255912825,255912825,100,100,10.38,258.7139,-68.852,4,4,6364.0,1.21802,232.817,DWARF,0,2.247309,2612
TIC 394445358,394445358,100,100,12.86,200.2993,-74.363,3,3,4501.0,0.688212,206.526,DWARF,0,2.247444,2613
